name,address1,city,zip,country,latitude,longitude,price_level,provider_rating,provider_review_count,review_stats_all_average_score,review_stats_all_count,review_stats_all_total_score,review_stats_community_average_score,review_stats_community_count,review_stats_community_total_score,review_stats_critic_average_score,review_stats_critic_count,review_stats_critic_total_score,review_stats_dave_average_score,review_stats_dave_count,review_stats_dave_total_score
Lucali,1930 Bay Rd,Miami Beach,33139,US,25.7951979,-80.1439705,2,4,443,8.809677419,31,273.1,8.85862069,29,256.9,8.1,1,8.1,8.1,1,8.1
Luigi's Gourmet Grill,936 8th Ave,New York,10019,US,40.7655642,-73.9834047,1,3.5,169,8,5,40,7.975,4,31.9,0,0,0,8.1,1,8.1
Luigi's Pizza,936 8th Ave,New York,10019,US,40.7655642,-73.9834047,1,3.5,59,7.724324324,37,285.8,7.705555556,36,277.4,0,0,0,8.4,1,8.4
Luna Ristorante,115 Mulberry St,New York,10013,US,40.7176916,-73.9984062,2,3,132,6.82,5,34.1,7.075,4,28.3,0,0,0,5.8,1,5.8
Lynwood Cafe,320 Center St,Randolph,2368,US,42.1521674,-71.0306641,1,4,295,8.66,35,303.1,8.679411765,34,295.1,0,0,0,8,1,8
Made In New York Pizza,421 Amsterdam Ave,New York,10024,US,40.7838392,-73.9775697,1,4.5,127,7.954545455,22,175,7.957142857,21,167.1,0,0,0,7.9,1,7.9
Majestic Pizza,8 Cortlandt St,New York,10007,US,40.7100713,-74.0103149,1,3.5,127,7.062264151,53,374.3,7.003921569,51,357.2,10,1,10,7.1,1,7.1
Mama Mia's Restaurant,185 Ballston Ave,Saratoga Springs,12866,US,43.0699236,-73.7946879,2,3.5,106,6.755555556,9,60.8,6.675,8,53.4,0,0,0,7.4,1,7.4
Mama Rosa Pizza and Pasta,332 Union Ave,Rutherford,7070,US,40.8366184,-74.1139253,1,3.5,61,7.585714286,7,53.1,7.75,6,46.5,0,0,0,6.6,1,6.6
Mama's Pizza,961 Rice St,Saint Paul,55117,US,44.9703571,-93.1062382,1,4.5,213,8.25,8,66,8.357142857,7,58.5,0,0,0,7.5,1,7.5
Mama's Pizzeria,941 Amsterdam Ave,New York,10025,US,40.8004768,-73.9653026,1,3,82,6.8,2,13.6,6.7,1,6.7,0,0,0,6.9,1,6.9
MAMA'S TOO!,2750 Broadway,New York,10025,US,40.8008324,-73.9675901,2,3.5,186,7.314285714,14,102.4,7.353846154,13,95.6,0,0,0,6.8,1,6.8
Manhattan Brick Oven Pizza,1159 3rd Ave,New York,10065,US,40.7668083,-73.9625052,2,3,16,6.727272727,11,74,6.4,9,57.6,8.5,1,8.5,7.9,1,7.9
Manhattan Pizzeria,133 Manhattan Beach Blvd,Manhattan Beach,90266,US,33.884818,-118.411124,1,3.5,285,5.82,5,29.1,5.925,4,23.7,0,0,0,5.4,1,5.4
Marcello's Pizza & Subs,3655 Roswell Rd NE,Atlanta,30342,US,33.8553969,-84.3813317,2,3.5,94,6.716666667,6,40.3,5.725,4,22.9,10,1,10,7.4,1,7.4
Margherita NYC,197 Grand St,New York,10013,US,40.7190658,-73.9969894,2,4,269,8.04,5,40.2,8.2,4,32.8,0,0,0,7.4,1,7.4
Mariella Pizza,965 Lexington Ave,New York,10021,US,40.7691562,-73.9628311,1,3.5,101,6.883333333,6,41.3,6.88,5,34.4,0,0,0,6.9,1,6.9
Mariella Pizza,935 8th Ave,New York,10019,US,40.7657404,-73.9838982,1,3.5,206,5.125,4,20.5,5.6,3,16.8,0,0,0,3.7,1,3.7
Marinara Pizza,985 1st Ave,New York,10022,US,40.7565439,-73.9644294,1,3.5,68,6.9375,8,55.5,6.885714286,7,48.2,0,0,0,7.3,1,7.3
Marino's Pizza,46 W Circular St,Saratoga Springs,12866,US,43.0757068,-73.7903663,2,4,59,6.333333333,3,19,6.45,2,12.9,0,0,0,6.1,1,6.1
Mario's Classic Pizza,742 Garden St,Hoboken,7030,US,40.7462614,-74.030223,1,3.5,86,8.1,9,72.9,8.2125,8,65.7,0,0,0,7.2,1,7.2
Mediterraneo Restaurant,1260 2nd Ave,New York,10065,US,40.7650144,-73.9608725,2,3,265,5.133333333,3,15.4,3,1,3,6.6,1,6.6,5.8,1,5.8
Melani Pizzeria,170 Rivington St,New York,10002,US,40.719207,-73.9845869,1,4,58,7.175,4,28.7,5.95,2,11.9,10,1,10,6.8,1,6.8
Mellow Mushroom,11770 Haynes Bridge Rd,Alpharetta,30009,US,34.0697338,-84.2945836,2,3,52,6.95,2,13.9,7.8,1,7.8,0,0,0,6.1,1,6.1
Merilu Pizza Al Metro,791 9th Ave,New York,10019,US,40.7652916,-73.9880763,1,4,477,7.773333333,15,116.6,7.623076923,13,99.1,9.3,1,9.3,8.2,1,8.2
Mike's Pizza,415 2nd Ave,New York,10010,US,40.7385388,-73.9806841,1,3.5,84,7.4,11,81.4,7.37,10,73.7,0,0,0,7.7,1,7.7
Mister O1- South Beach,1680 Michigan Ave,Miami Beach,33139,US,25.7917344,-80.1390831,2,4.5,672,8.55,24,205.2,8.534782609,23,196.3,0,0,0,8.9,1,8.9
Modern Apizza,874 State St,New Haven,6511,US,41.3138627,-72.9129505,2,4,967,8.655294118,170,1471.4,8.65443787,169,1462.6,0,0,0,8.8,1,8.8
Monte's Restaurant,141 Eastern Ave,Lynn,1902,US,42.4720842,-70.925399,1,3,86,8.176470588,51,417,8.14,50,407,0,0,0,10,1,10
Moto Pizza,8 Merchant's Rd,Sandwich,2563,US,41.7668396,-70.5062036,2,4.5,70,7.75,6,46.5,8.06,5,40.3,0,0,0,6.2,1,6.2
Motorino,349 E 12th St,New York,10003,US,40.7303785,-73.9838136,2,3.5,1055,8.2875,8,66.3,8.385714286,7,58.7,0,0,0,7.6,1,7.6
Muse Pizza,44 Surfside Rd,Nantucket,2554,US,41.267011,-70.0999493,1,2.5,14,6.1,2,12.2,6.3,1,6.3,0,0,0,5.9,1,5.9
Muzzarella Pizza,221 Ave A,New York,10009,US,40.730205,-73.9807302,1,3.5,127,7.375,4,29.5,7.633333333,3,22.9,0,0,0,6.6,1,6.6
My Pie Pizzeria Romana,690 Lexington Ave,New York,10022,US,40.7606993,-73.9695477,1,4.5,633,5.86,5,29.3,6.25,4,25,0,0,0,4.3,1,4.3
Naked City Pizza Shop,3240 S Arville St,Las Vegas,89102,US,36.1307814,-115.1988255,2,4,591,6.8,3,20.4,7.4,2,14.8,0,0,0,5.6,1,5.6
Naples 45 Ristorante E Pizzeria,The Metlife Building,New York,10166,US,40.7535178,-73.9767512,2,3.5,345,5.1,1,5.1,0,0,0,0,0,0,5.1,1,5.1
